target_name	normalized_abundance
cso:CLS_33330|no_gene_symbols|Helix-turn-helix.|no_ko_id|no_pathway_id|Evalue:1.9e-36|gene:000000001	3
rob:CK5_01430|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.2e-11|gene:000000002	1
ddl:Desdi_1200|no_gene_symbols|site-specific_recombinase_XerD|no_ko_id|no_pathway_id|Evalue:2.5e-158|gene:000000003	2
ddl:Desdi_1201|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.0e-41|gene:000000004	3
ddl:Desdi_1202|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.0e-82|gene:000000005	3
cso:CLS_33330|no_gene_symbols|Helix-turn-helix.|no_ko_id|no_pathway_id|Evalue:4.6e-57|gene:000000006	12
rch:RUM_12030|no_gene_symbols|Sugar-specific_transcriptional_regulator_TrmB.|no_ko_id|no_pathway_id|Evalue:2.1e-18|gene:000000007	5
ddl:Desdi_1200|no_gene_symbols|site-specific_recombinase_XerD|no_ko_id|no_pathway_id|Evalue:6.5e-159|gene:000000008	15
ddl:Desdi_1201|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.5e-38|gene:000000009	12
ddl:Desdi_1202|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.5e-145|gene:000000010	22
dru:Desru_1064|no_gene_symbols|helix-turn-helix_domain-containing_protein|no_ko_id|no_pathway_id|Evalue:1.2e-09|gene:000000011	2
rho:RHOM_06850|no_gene_symbols|methyl-accepting_chemotaxis_protein|no_ko_id|no_pathway_id|Evalue:1.7e-54|gene:000000012	4
rim:ROI_20720|no_gene_symbols|carbohydrate_ABC_transporter_substrate-binding_protein_CUT1_family_(TC_3.A.1.1.-)|K15770|ABC_transporters|Evalue:2.1e-96|gene:000000013	5
k127_2187|flag=0|multi=13.2414|len=4112_1|#|3|#|944|#|1|#|ID=4_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.536|unknown:000000001	66
k127_2187|flag=0|multi=13.2414|len=4112_2|#|941|#|3001|#|1|#|ID=4_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.535|unknown:000000002	37
rho:RHOM_04900|no_gene_symbols|N-acetylmuramoyl-L-alanine_amidase|no_ko_id|no_pathway_id|Evalue:1.3e-54|gene:000000014	21
rbr:RBR_00390|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.1e-18|gene:000000015	14
ckl:CKL_2928|no_gene_symbols|transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:5.0e-09|gene:000000016	13
k127_2390|flag=1|multi=11.4197|len=6993_2|#|684|#|1295|#|1|#|ID=5_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.480|unknown:000000003	12
fpr:FP2_12990|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.2e-40|gene:000000017	15
seq:SZO_17870|no_gene_symbols|group_II_intron_reverse_transcriptase/maturase|no_ko_id|no_pathway_id|Evalue:9.4e-88|gene:000000018	11
tep:TepRe1_2606|no_gene_symbols|winged_helix_family_two_component_transcriptional_regulator|K07668|Two-component_system|Evalue:1.1e-47|gene:000000019	9
ova:OBV_09270|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.3e-27|gene:000000020	9
k127_2390|flag=1|multi=11.4197|len=6993_7|#|6870|#|6992|#|1|#|ID=5_7;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.325|unknown:000000004	18
k127_3400|flag=1|multi=8.0000|len=3214_2|#|117|#|356|#|1|#|ID=6_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.596|unknown:000000005	6
rho:RHOM_12520|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.9e-06|gene:000000021	17
k127_3400|flag=1|multi=8.0000|len=3214_4|#|887|#|1045|#|1|#|ID=6_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.509|unknown:000000006	5
k127_3400|flag=1|multi=8.0000|len=3214_5|#|1142|#|2287|#|1|#|ID=6_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.530|unknown:000000007	15
k127_3400|flag=1|multi=8.0000|len=3214_6|#|2920|#|3213|#|1|#|ID=6_6;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.599|unknown:000000008	10
ral:Rumal_2702|no_gene_symbols|integrase_family_protein|no_ko_id|no_pathway_id|Evalue:5.3e-17|gene:000000022	10
ova:OBV_15790|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.5e-78|gene:000000023	9
elm:ELI_4496|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.6e-20|gene:000000024	3
ova:OBV_32250|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.1e-25|gene:000000025	15
k127_3410|flag=0|multi=8.0077|len=5307_6|#|4000|#|4518|#|-1|#|ID=7_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538|unknown:000000009	13
ova:OBV_08060|no_gene_symbols|putative_Xre_family_DNA-binding_protein|no_ko_id|no_pathway_id|Evalue:3.6e-32|gene:000000026	7
tae:TEPIRE1_10220|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.2e-16|gene:000000027	59
gym:GYMC10_3455|no_gene_symbols|integral_membrane_sensor_signal_transduction_histidine_kinase|no_ko_id|no_pathway_id|Evalue:1.7e-49|gene:000000028	85
k127_4865|flag=1|multi=8.0000|len=3578_3|#|1597|#|2631|#|1|#|ID=8_3;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.549|unknown:000000010	47
k127_4865|flag=1|multi=8.0000|len=3578_4|#|2634|#|3578|#|1|#|ID=8_4;partial=01;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.575|unknown:000000011	25
cls:CXIVA_10280|HipB|putative_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:5.5e-10|gene:000000029	14
cct:CC1_09300|no_gene_symbols|Rad3-related_DNA_helicases|K03722|no_pathway_id|Evalue:1.5e-36|gene:000000030	23
efu:HMPREF0351_11819|no_gene_symbols|RNA-directed_DNA_polymerase_(EC:2.7.7.49)|no_ko_id|no_pathway_id|Evalue:7.7e-77|gene:000000031	23
ccl:Clocl_3642|no_gene_symbols|putative_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:2.5e-22|gene:000000032	15
eha:Ethha_1808|no_gene_symbols|N-6_DNA_methylase|K03427|no_pathway_id|Evalue:0.0e+00|gene:000000033	23
sgn:SGRA_4132|hsdS|type_I_restriction-modification_system_(EC:3.1.21.3)|K01154|no_pathway_id|Evalue:9.5e-67|gene:000000034	11
k127_6830|flag=1|multi=8.2750|len=14819_4|#|3692|#|4687|#|1|#|ID=10_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393|unknown:000000012	8
ipo:Ilyop_2931|no_gene_symbols|protein_of_unknown_function_DUF1016|no_ko_id|no_pathway_id|Evalue:1.3e-100|gene:000000035	22
eha:Ethha_1806|no_gene_symbols|hypothetical_protein|K01153|no_pathway_id|Evalue:0.0e+00|gene:000000036	31
ova:OBV_17950|no_gene_symbols|putative_transposase|no_ko_id|no_pathway_id|Evalue:2.0e-04|gene:000000037	6
ova:OBV_08950|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.8e-20|gene:000000038	5
k127_6830|flag=1|multi=8.2750|len=14819_9|#|10737|#|11894|#|1|#|ID=10_9;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587|unknown:000000013	4
clb:Clo1100_3423|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.8e-44|gene:000000039	19
k127_6830|flag=1|multi=8.2750|len=14819_11|#|12988|#|13950|#|1|#|ID=10_11;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.611|unknown:000000014	25
ova:OBV_14280|no_gene_symbols|hypothetical_protein|K07284|no_pathway_id|Evalue:2.3e-61|gene:000000040	15
sgy:Sgly_0034|no_gene_symbols|TRAG_family_protein|K03205|Bacterial_secretion_system|Evalue:4.6e-140|gene:000000041	11
ova:OBV_09090|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.0e-22|gene:000000042	7
has:Halsa_0089|no_gene_symbols|sulfatase|K01138|no_pathway_id|Evalue:1.4e-119|gene:000000043	10
rix:RO1_07070|no_gene_symbols|Na+/melibiose_symporter_and_related_transporters|no_ko_id|no_pathway_id|Evalue:6.4e-66|gene:000000044	9
elm:ELI_0512|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.7e-79|gene:000000045	15
cpy:Cphy_1591|no_gene_symbols|major_facilitator_transporter|no_ko_id|no_pathway_id|Evalue:2.9e-86|gene:000000046	20
cpy:Cphy_1590|no_gene_symbols|XRE_family_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:3.2e-34|gene:000000047	102
mfr:MFE_01260|no_gene_symbols|ATP-dependent_DNA_helicase|no_ko_id|no_pathway_id|Evalue:2.2e-95|gene:000000048	92
rch:RUM_10330|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.9e-38|gene:000000049	13
k127_11211|flag=1|multi=9.0000|len=6307_1|#|3|#|515|#|1|#|ID=13_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.466|unknown:000000015	5
k127_11211|flag=1|multi=9.0000|len=6307_2|#|479|#|787|#|1|#|ID=13_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.528|unknown:000000016	6
cso:CLS_05520|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.6e-19|gene:000000050	10
k127_11211|flag=1|multi=9.0000|len=6307_4|#|1444|#|1674|#|1|#|ID=13_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.576|unknown:000000017	15
k127_11211|flag=1|multi=9.0000|len=6307_5|#|1671|#|2816|#|1|#|ID=13_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.543|unknown:000000018	9
k127_11211|flag=1|multi=9.0000|len=6307_6|#|2897|#|3424|#|1|#|ID=13_6;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.517|unknown:000000019	11
era:ERE_34010|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.4e-07|gene:000000051	9
k127_11211|flag=1|multi=9.0000|len=6307_8|#|4007|#|4192|#|1|#|ID=13_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.511|unknown:000000020	4
k127_11211|flag=1|multi=9.0000|len=6307_9|#|4199|#|5149|#|1|#|ID=13_9;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.497|unknown:000000021	5
