target_name	normalized_abundance
k127_5210|flag=0|multi=76.0040|len=60338_1|#|300|#|2111|#|1|#|ID=1_1;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.406|unknown:000000001	4
k127_5210|flag=0|multi=76.0040|len=60338_2|#|2505|#|3149|#|1|#|ID=1_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.436|unknown:000000002	3
k127_5210|flag=0|multi=76.0040|len=60338_3|#|3636|#|4226|#|1|#|ID=1_3;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=12bp;gc_cont=0.491|unknown:000000003	4
k127_5210|flag=0|multi=76.0040|len=60338_4|#|4352|#|5407|#|1|#|ID=1_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.411|unknown:000000004	3
k127_5210|flag=0|multi=76.0040|len=60338_5|#|5483|#|6091|#|1|#|ID=1_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.496|unknown:000000005	4
k127_5210|flag=0|multi=76.0040|len=60338_6|#|6184|#|7179|#|1|#|ID=1_6;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=12bp;gc_cont=0.442|unknown:000000006	3
k127_5210|flag=0|multi=76.0040|len=60338_7|#|7633|#|9402|#|1|#|ID=1_7;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.410|unknown:000000007	3
k127_5210|flag=0|multi=76.0040|len=60338_8|#|9703|#|10713|#|1|#|ID=1_8;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=12bp;gc_cont=0.450|unknown:000000008	3
k127_5210|flag=0|multi=76.0040|len=60338_9|#|10748|#|11329|#|1|#|ID=1_9;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.479|unknown:000000009	4
bvu:BVU_0061|no_gene_symbols|cation_efflux_system_protein|no_ko_id|no_pathway_id|Evalue:1.4e-89|gene:000000001	7
bvu:BVU_0060|no_gene_symbols|cation_efflux_system|no_ko_id|no_pathway_id|Evalue:6.0e-282|gene:000000002	6
bvu:BVU_0059|no_gene_symbols|outer_membrane_protein_TolC|no_ko_id|no_pathway_id|Evalue:1.5e-172|gene:000000003	4
bvu:BVU_0058|no_gene_symbols|drug_efflux_protein|no_ko_id|no_pathway_id|Evalue:2.6e-269|gene:000000004	6
bfs:BF3602|lysS|lysyl-tRNA_synthetase_(EC:6.1.1.6)|K04567|Aminoacyl-tRNA_biosynthesis|Evalue:1.9e-236|gene:000000005	34
bth:BT_2123|no_gene_symbols|glycerol-3-phosphate_dehydrogenase|K00057|Glycerophospholipid_metabolism|Evalue:1.0e-105|gene:000000006	20
pdi:BDI_0148|pgi|glucose-6-phosphate_isomerase_(EC:5.3.1.9)|K01810|Glycolysis/Gluconeogenesis;Pentose_phosphate_pathway;Starch_and_sucrose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Carbon_metabolism|Evalue:3.9e-169|gene:000000007	47
bhl:Bache_1209|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.0e-26|gene:000000008	3
shg:Sph21_3860|no_gene_symbols|TonB-dependent_receptor|no_ko_id|no_pathway_id|Evalue:3.6e-29|gene:000000009	4
bhl:Bache_1209|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.3e-29|gene:000000010	9
bvu:BVU_2606|no_gene_symbols|fucose_permease|K02429|no_pathway_id|Evalue:2.4e-125|gene:000000011	19
ash:AL1_17240|no_gene_symbols|Aminopeptidase_C|no_ko_id|no_pathway_id|Evalue:7.6e-119|gene:000000012	36
pdi:BDI_3191|no_gene_symbols|collagenase|K08303|Epithelial_cell_signaling_in_Helicobacter_pylori_infection|Evalue:1.1e-162|gene:000000013	8
tgu:101232874|no_gene_symbols|demethylmenaquinone_methyltransferase-like|no_ko_id|no_pathway_id|Evalue:6.5e-76|gene:000000014	10
bfr:BF4544|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.4e-126|gene:000000015	14
azo:azo0898|no_gene_symbols|putative_serine/threonine_protein_kinase|K08884|no_pathway_id|Evalue:1.1e-06|gene:000000016	22
pgt:PGTDC60_1436|serS|seryl-tRNA_synthetase|K01875|Aminoacyl-tRNA_biosynthesis|Evalue:8.3e-169|gene:000000017	18
ppn:Palpr_1494|no_gene_symbols|hypothetical_protein|K09117|no_pathway_id|Evalue:2.8e-47|gene:000000018	17
k127_5210|flag=0|multi=76.0040|len=60338_28|#|39149|#|39295|#|1|#|ID=1_28;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=9bp;gc_cont=0.422|unknown:000000010	2
bxy:BXY_45190|no_gene_symbols|Protein_of_unknown_function_(DUF1703)./Predicted_AAA-ATPase.|no_ko_id|no_pathway_id|Evalue:4.5e-132|gene:000000019	13
bfr:BF4268|no_gene_symbols|hypothetical_protein|K07133|no_pathway_id|Evalue:6.5e-153|gene:000000020	11
bth:BT_1828|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.8e-134|gene:000000021	12
osp:Odosp_0368|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.8e-04|gene:000000022	6
pdn:HMPREF9137_0754|no_gene_symbols|ABC_transporter_ATP-binding_protein|K06147|no_pathway_id|Evalue:2.5e-266|gene:000000023	7
k127_5210|flag=0|multi=76.0040|len=60338_34|#|46722|#|47366|#|-1|#|ID=1_34;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=9bp;gc_cont=0.429|unknown:000000011	8
bsa:Bacsa_0225|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.7e-92|gene:000000024	12
bvu:BVU_0293|no_gene_symbols|involved_moaA/nifB/pqqE_family_protein_involved_in_molybdenum_cofactor_biosynthesis|no_ko_id|no_pathway_id|Evalue:4.9e-67|gene:000000025	22
pit:PIN17_A1965|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.0e-50|gene:000000026	2
ran:Riean_1189|no_gene_symbols|transcriptional_regulator_luxr_family|no_ko_id|no_pathway_id|Evalue:1.9e-56|gene:000000027	6
pit:PIN17_A1963|no_gene_symbols|ThiF_family_protein|no_ko_id|no_pathway_id|Evalue:6.9e-78|gene:000000028	15
ppn:Palpr_1550|no_gene_symbols|s-adenosylmethionine/tRNA-ribosyltransferase_isomerase|K07568|no_pathway_id|Evalue:1.5e-114|gene:000000029	7
tfo:BFO_0934|no_gene_symbols|putative_3-phosphoshikimate_1-carboxyvinyltransferase|K00800|Phenylalanine,_tyrosine,_and_tryptophan_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:1.7e-68|gene:000000030	8
bsa:Bacsa_3364|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.6e-24|gene:000000031	20
afd:Alfi_0861|no_gene_symbols|NADPH-dependent_glutamate_synthase_(EC:1.8.1.-)|K00266|Alanine,_aspartate,_and_glutamate_metabolism;Nitrogen_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Biosynthesis_of_amino_acids|Evalue:1.6e-205|gene:000000032	30
ash:AL1_23690|no_gene_symbols|sulfide_dehydrogenase_(flavoprotein)_subunit_SudB_(EC:1.97.-.-_1.18.1.2)|K00528|no_pathway_id|Evalue:5.0e-101|gene:000000033	28
k127_5210|flag=0|multi=76.0040|len=60338_45|#|59996|#|60136|#|1|#|ID=1_45;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.426|unknown:000000012	4
bvu:BVU_0064|no_gene_symbols|signal_peptidase_I|K03100|Protein_export|Evalue:5.7e-49|gene:000000034	5
pdi:BDI_2584|ksgA|dimethyladenosine_transferase|K02528|no_pathway_id|Evalue:3.6e-85|gene:000000035	10
k127_6253|flag=0|multi=67.9758|len=58910_3|#|1903|#|2262|#|1|#|ID=2_3;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=11bp;gc_cont=0.514|unknown:000000013	10
bxy:BXY_23260|no_gene_symbols|L-aspartate_oxidase_(EC:1.4.3.16)|K00278|Alanine,_aspartate,_and_glutamate_metabolism;Nicotinate_and_nicotinamide_metabolism;Metabolic_pathways|Evalue:2.0e-252|gene:000000036	15
bfr:BF4374|no_gene_symbols|carboxy-terminal_processing_protease|K03797|no_pathway_id|Evalue:5.1e-134|gene:000000037	14
bvu:BVU_2270|no_gene_symbols|transcription-repair_coupling_factor|K03723|Nucleotide_excision_repair|Evalue:0.0e+00|gene:000000038	11
pro:HMPREF0669_00245|no_gene_symbols|hypothetical_protein|K02217|Porphyrin_and_chlorophyll_metabolism|Evalue:2.0e-44|gene:000000039	40
bxy:BXY_39800|no_gene_symbols|Histidine_acid_phosphatase.|no_ko_id|no_pathway_id|Evalue:1.9e-45|gene:000000040	7
k127_6253|flag=0|multi=67.9758|len=58910_9|#|11110|#|11538|#|1|#|ID=2_9;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.548|unknown:000000014	11
pdi:BDI_3363|no_gene_symbols|ribokinase|no_ko_id|no_pathway_id|Evalue:1.3e-104|gene:000000041	9
k127_6253|flag=0|multi=67.9758|len=58910_11|#|13095|#|13595|#|1|#|ID=2_11;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=11bp;gc_cont=0.507|unknown:000000015	56
k127_6253|flag=0|multi=67.9758|len=58910_12|#|14178|#|14576|#|1|#|ID=2_12;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=10bp;gc_cont=0.358|unknown:000000016	3
fte:Fluta_1362|no_gene_symbols|HipA_domain-containing_protein|K07154|no_pathway_id|Evalue:9.3e-120|gene:000000042	11
