target_name	normalized_abundance
mar:MAE_44630|pphA|protein_serin/threonin_phosphatase|K01090|no_pathway_id|Evalue:7.5e-14|gene:000000001	36
mmt:Metme_1005|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.2e-23|gene:000000002	24
pdn:HMPREF9137_2168|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.9e-49|gene:000000003	30
osp:Odosp_3617|no_gene_symbols|DNA_primase|no_ko_id|no_pathway_id|Evalue:8.2e-294|gene:000000004	43
bxy:BXY_01120|no_gene_symbols|diaminopimelate_epimerase_(EC:5.1.1.7)|K01778|Lysine_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Biosynthesis_of_amino_acids|Evalue:1.8e-153|gene:000000005	39
bxy:BXY_01110|no_gene_symbols|LL-diaminopimelate_aminotransferase_apoenzyme_(EC:2.6.1.83)|K10206|Lysine_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:2.5e-247|gene:000000006	44
bxy:BXY_01100|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.6e-128|gene:000000007	25
bxy:BXY_01090|no_gene_symbols|nitrogen_regulatory_protein_P-II|K04751|Two-component_system|Evalue:6.3e-58|gene:000000008	31
bth:BT_0544|no_gene_symbols|ammonium_transporter|K03320|no_pathway_id|Evalue:8.3e-242|gene:000000009	47
bth:BT_0543|no_gene_symbols|glutamine_synthetase|K01915|Alanine,_aspartate,_and_glutamate_metabolism;Arginine_and_proline_metabolism;Glyoxylate_and_dicarboxylate_metabolism;Nitrogen_metabolism;Metabolic_pathways;Microbial_metabolism_in_diverse_environments;Biosynthesis_of_amino_acids;Two-component_system;Glutamatergic_synapse;GABAergic_synapse|Evalue:0.0e+00|gene:000000010	32
bxy:BXY_28940|no_gene_symbols|Membrane-associated_lipoprotein_involved_in_thiamine_biosynthesis|no_ko_id|no_pathway_id|Evalue:1.5e-141|gene:000000011	59
bxy:BXY_28930|no_gene_symbols|Predicted_dehydrogenases_and_related_proteins|no_ko_id|no_pathway_id|Evalue:9.9e-266|gene:000000012	69
bxy:BXY_28920|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.3e-32|gene:000000013	9
bxy:BXY_28910|no_gene_symbols|Predicted_dehydrogenases_and_related_proteins|no_ko_id|no_pathway_id|Evalue:4.5e-258|gene:000000014	35
bxy:BXY_28800|no_gene_symbols|DNA_topoisomerase_IV_subunit_A_(EC:5.99.1.-_5.99.1.3)|K02621|no_pathway_id|Evalue:0.0e+00|gene:000000015	53
bxy:BXY_28790|no_gene_symbols|Protein_of_unknown_function_(DUF3316).|no_ko_id|no_pathway_id|Evalue:3.6e-160|gene:000000016	50
bxy:BXY_28780|no_gene_symbols|Periplasmic_protease|no_ko_id|no_pathway_id|Evalue:1.2e-211|gene:000000017	46
bth:BT_4009|no_gene_symbols|integrase|no_ko_id|no_pathway_id|Evalue:4.8e-34|gene:000000018	15
bth:BT_4035|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.0e-35|gene:000000019	25
bth:BT_4036|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.0e-71|gene:000000020	32
bxy:BXY_28600|no_gene_symbols|Outer_membrane_receptor_proteins_mostly_Fe_transport|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000021	59
bxy:BXY_28590|no_gene_symbols|SusD_family.|no_ko_id|no_pathway_id|Evalue:3.5e-299|gene:000000022	69
bxy:BXY_28580|no_gene_symbols|Beta-glucosidase-related_glycosidases_(EC:3.2.1.21)|K05349|Cyanoamino_acid_metabolism;Starch_and_sucrose_metabolism;Phenylpropanoid_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:0.0e+00|gene:000000023	53
bxy:BXY_28570|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.7e-281|gene:000000024	54
bth:BT_3565|no_gene_symbols|TonB-dependent_receptor|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000025	58
bxy:BXY_28530|no_gene_symbols|Protein_of_unknown_function_(DUF1703)./Predicted_AAA-ATPase.|no_ko_id|no_pathway_id|Evalue:1.2e-299|gene:000000026	49
afd:Alfi_2748|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.7e-95|gene:000000027	64
afd:Alfi_2749|no_gene_symbols|DNA/RNA_endonuclease_G_NUC1|K01173|Apoptosis|Evalue:2.3e-72|gene:000000028	52
afd:Alfi_2750|no_gene_symbols|extracellular_nuclease|no_ko_id|no_pathway_id|Evalue:4.7e-162|gene:000000029	55
afd:Alfi_2751|no_gene_symbols|TonB_dependent_receptor|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000030	75
afd:Alfi_2752|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.7e-61|gene:000000031	47
bth:BT_3555|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.0e-219|gene:000000032	62
bxy:BXY_28430|no_gene_symbols|adenylate_cyclase_(EC:4.6.1.1)|no_ko_id|no_pathway_id|Evalue:1.7e-79|gene:000000033	34
bxy:BXY_28410|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.2e-04|gene:000000034	4
bxy:BXY_28400|no_gene_symbols|bacterial_peptide_chain_release_factor_2_(bRF-2)|K02836|no_pathway_id|Evalue:3.1e-176|gene:000000035	37
k127_2638|flag=0|multi=33.0230|len=47404_27|#|37309|#|37923|#|1|#|ID=3_27;partial=00;start_type=GTG;rbs_motif=TAAAAA;rbs_spacer=15bp;gc_cont=0.421|unknown:000000001	29
bth:BT_3550|no_gene_symbols|long-chain-fatty-acid--CoA_ligase|K01897|Fatty_acid_degradation;Metabolic_pathways;Fatty_acid_metabolism;PPAR_signaling_pathway;Peroxisome;Adipocytokine_signaling_pathway|Evalue:0.0e+00|gene:000000036	71
bxy:BXY_28290|no_gene_symbols|Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_and_related_deacylases_(EC:3.5.1.16)|K01438|Arginine_and_proline_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;2-Oxocarboxylic_acid_metabolism;Biosynthesis_of_amino_acids|Evalue:9.3e-198|gene:000000037	69
bth:BT_3548|no_gene_symbols|ATPase|K07133|no_pathway_id|Evalue:7.0e-125|gene:000000038	46
k127_2638|flag=0|multi=33.0230|len=47404_31|#|42732|#|42920|#|-1|#|ID=3_31;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.291|unknown:000000002	10
bth:BT_3546|no_gene_symbols|glutaminase|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000039	71
k127_2638|flag=0|multi=33.0230|len=47404_33|#|45958|#|46590|#|-1|#|ID=3_33;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.390|unknown:000000003	38
k127_2638|flag=0|multi=33.0230|len=47404_34|#|46651|#|47313|#|-1|#|ID=3_34;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=10bp;gc_cont=0.314|unknown:000000004	14
cah:CAETHG_1407|no_gene_symbols|Polyketide_cyclase/dehydrase|no_ko_id|no_pathway_id|Evalue:2.9e-06|gene:000000040	0
ecas:ECBG_02178|no_gene_symbols|beta-lactamase|no_ko_id|no_pathway_id|Evalue:3.9e-47|gene:000000041	31
bfi:CIY_32210|no_gene_symbols|Beta-lactamase_class_C_and_other_penicillin_binding_proteins|no_ko_id|no_pathway_id|Evalue:1.1e-97|gene:000000042	48
bth:BT_2222|no_gene_symbols|transposase|no_ko_id|no_pathway_id|Evalue:2.2e-107|gene:000000043	42
