target_name	normalized_abundance
k127_595|flag=1|multi=4.0000|len=6029_1|#|3|#|341|#|1|#|ID=1_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.640|unknown:000000001	6
ova:OBV_36020|glgD|glycogen_biosynthesis_protein_GlgD_(EC:2.7.7.27)|K00975|Starch_and_sucrose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:5.7e-89|gene:000000001	8
gmc:GY4MC1_2905|no_gene_symbols|oligoendopeptidase_M3_family|K01417|no_pathway_id|Evalue:4.7e-151|gene:000000002	10
ova:OBV_36010|glgA|glycogen_synthase_(EC:2.4.1.21)|K00703|Starch_and_sucrose_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:1.6e-144|gene:000000003	6
rim:ROI_08990|no_gene_symbols|Transcriptional_regulators_similar_to_M._xanthus_CarD|K07736|no_pathway_id|Evalue:2.0e-12|gene:000000004	4
ova:OBV_36000|glgP|glycogen_phosphorylase_(EC:2.4.1.1)|K00688|Starch_and_sucrose_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Insulin_signaling_pathway|Evalue:1.1e-46|gene:000000005	5
bts:Btus_1877|no_gene_symbols|GLUG_domain-containing_protein|no_ko_id|no_pathway_id|Evalue:2.8e-05|gene:000000006	9
cle:Clole_0187|no_gene_symbols|TrkA-C_domain-containing_protein|no_ko_id|no_pathway_id|Evalue:4.5e-46|gene:000000007	5
ain:Acin_1052|proV|glycine_betaine_transporter_(EC:3.6.3.32)|K02000|ABC_transporters|Evalue:3.5e-105|gene:000000008	9
ain:Acin_1051|proW|glycine_betaine/L-proline_ABC_transporter|K02001|ABC_transporters|Evalue:3.9e-64|gene:000000009	13
ain:Acin_1050|no_gene_symbols|hypothetical_protein|K02002|ABC_transporters|Evalue:4.5e-77|gene:000000010	7
afn:Acfer_0518|no_gene_symbols|rubredoxin-type_Fe(Cys)4_protein|no_ko_id|no_pathway_id|Evalue:4.4e-19|gene:000000011	2
siv:SSIL_2758|no_gene_symbols|major_facilitator_superfamily_permease|no_ko_id|no_pathway_id|Evalue:6.3e-41|gene:000000012	8
rum:CK1_23290|no_gene_symbols|Beta-glucosidase-related_glycosidases_(EC:3.2.1.21)|K05349|Cyanoamino_acid_metabolism;Starch_and_sucrose_metabolism;Phenylpropanoid_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:3.9e-153|gene:000000013	5
k127_4354|flag=1|multi=6.0000|len=5638_1|#|1|#|462|#|1|#|ID=3_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.652|unknown:000000002	6
ash:AL1_22100|no_gene_symbols|endoribonuclease_L-PSP|K07567|no_pathway_id|Evalue:5.1e-34|gene:000000014	6
k127_4354|flag=1|multi=6.0000|len=5638_3|#|1049|#|1957|#|-1|#|ID=3_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576|unknown:000000003	11
cls:CXIVA_05330|GlnQ|polar_amino_acid_ABC_transporter_ATPase|K02028|no_pathway_id|Evalue:7.2e-93|gene:000000015	12
fpa:FPR_06330|no_gene_symbols|amino_acid_ABC_transporter_membrane_protein_PAAT_family_(TC_3.A.1.3.-)|K02029|no_pathway_id|Evalue:1.4e-78|gene:000000016	8
