target_name	normalized_abundance
cdf:CD630_06840|no_gene_symbols|ATP-dependent_peptidase_M41_family_(EC:3.6.4.-)|no_ko_id|no_pathway_id|Evalue:9.5e-267|gene:000000001	1
cdf:CD630_06830|no_gene_symbols|LacI_family_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:1.9e-187|gene:000000002	0
cdf:CD630_06820|no_gene_symbols|sodium:solute_symporter|no_ko_id|no_pathway_id|Evalue:1.7e-288|gene:000000003	0
cdf:CD630_06810|no_gene_symbols|transporter_Major_Facilitator_Superfamily_(MFS)|no_ko_id|no_pathway_id|Evalue:2.1e-233|gene:000000004	0
cdf:CD630_06800|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.2e-231|gene:000000005	0
cdf:CD630_06790|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.4e-205|gene:000000006	0
cdf:CD630_06770|no_gene_symbols|RNA_polymerase_sigma_factor|K03088|no_pathway_id|Evalue:3.8e-82|gene:000000007	0
cdf:CD630_06760|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.4e-134|gene:000000008	0
cdg:CDBI1_03185|no_gene_symbols|acetyltransferase|no_ko_id|no_pathway_id|Evalue:3.0e-90|gene:000000009	0
cdg:CDBI1_03180|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.5e-139|gene:000000010	1
cdf:CD630_06720|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.8e-149|gene:000000011	0
cdl:CDR20291_0594|no_gene_symbols|glyoxalase|no_ko_id|no_pathway_id|Evalue:8.8e-84|gene:000000012	0
cdf:CD630_09780|no_gene_symbols|beta-lactams_repressor|no_ko_id|no_pathway_id|Evalue:1.0e-42|gene:000000013	0
cdf:CD630_09790|no_gene_symbols|beta-lactams_repressor|no_ko_id|no_pathway_id|Evalue:1.8e-66|gene:000000014	0
cdg:CDBI1_04380|no_gene_symbols|aldo/keto_reductase|no_ko_id|no_pathway_id|Evalue:3.9e-99|gene:000000015	1
cdf:CD630_09810|no_gene_symbols|membrane_protein|no_ko_id|no_pathway_id|Evalue:3.3e-215|gene:000000016	0
cdf:CD630_09820|ubiA|phosphoribose_diphosphate:decaprenyl-phosphate_phosphoribosyltransferase_(EC:2.5.1.-)|no_ko_id|no_pathway_id|Evalue:3.8e-152|gene:000000017	0
cdf:CD630_09830|no_gene_symbols|hydrolase_HAD_superfamily_subfamily_IB_(EC:3.1.3.-)|no_ko_id|no_pathway_id|Evalue:1.1e-110|gene:000000018	0
cdf:CD630_09840|no_gene_symbols|membrane_protein|no_ko_id|no_pathway_id|Evalue:1.0e-70|gene:000000019	1
cdf:CD630_09850|no_gene_symbols|drug/sodium_antiporter_MATE_family|no_ko_id|no_pathway_id|Evalue:1.9e-243|gene:000000020	0
cdf:CD630_09860|rpsA|30S_ribosomal_protein_S1|K02945|Ribosome|Evalue:6.3e-209|gene:000000021	1
cdf:CD630_09870|no_gene_symbols|hydrolase|K04477|no_pathway_id|Evalue:2.5e-138|gene:000000022	0
cdf:CD630_09880|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.3e-73|gene:000000023	0
cdf:CD630_09890|leuA|2-isopropylmalate_synthase_(EC:2.3.3.13)|K01649|Valine,_leucine_and_isoleucine_biosynthesis;Pyruvate_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;2-Oxocarboxylic_acid_metabolism;Biosynthesis_of_amino_acids|Evalue:0.0e+00|gene:000000024	1
cdf:CD630_09900|leuC|3-isopropylmalate_dehydratase_large_subunit_(EC:4.2.1.33)|K01703|Valine,_leucine_and_isoleucine_biosynthesis;C5-Branched_dibasic_acid_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;2-Oxocarboxylic_acid_metabolism;Biosynthesis_of_amino_acids|Evalue:6.0e-244|gene:000000025	0
cdf:CD630_09910|leuD|3-isopropylmalate_dehydratase_small_subunit_(EC:4.2.1.33)|K01704|Valine,_leucine_and_isoleucine_biosynthesis;C5-Branched_dibasic_acid_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;2-Oxocarboxylic_acid_metabolism;Biosynthesis_of_amino_acids|Evalue:1.2e-88|gene:000000026	0
cdf:CD630_09920|leuB|3-isopropylmalate_dehydrogenase_(EC:1.1.1.85)|K00052|Valine,_leucine_and_isoleucine_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;2-Oxocarboxylic_acid_metabolism;Biosynthesis_of_amino_acids|Evalue:3.3e-203|gene:000000027	0
cdg:CDBI1_04445|no_gene_symbols|thioesterase|no_ko_id|no_pathway_id|Evalue:3.8e-93|gene:000000028	0
cdc:CD196_0867|no_gene_symbols|aminotransferase|no_ko_id|no_pathway_id|Evalue:5.7e-203|gene:000000029	0
cdg:CDBI1_04455|no_gene_symbols|D-3-phosphoglycerate_dehydrogenase|K00058|Glycine,_serine,_and_threonine_metabolism;Methane_metabolism;Metabolic_pathways;Microbial_metabolism_in_diverse_environments;Carbon_metabolism;Biosynthesis_of_amino_acids|Evalue:1.4e-173|gene:000000030	0
cdf:CD630_09960|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.0e-241|gene:000000031	1
cdf:CD630_09970|no_gene_symbols|two-component_sensor_histidine_kinase|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000032	0
cdf:CD630_09980|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000033	1
cdf:CD630_09990|no_gene_symbols|ABC_transporter_nitrate/sulfonate/taurine_extracellular_solute-binding_protein|K02051|no_pathway_id|Evalue:6.7e-182|gene:000000034	0
cdg:CDBI1_04480|no_gene_symbols|ABC_transporter_permease|K02050|no_pathway_id|Evalue:3.1e-134|gene:000000035	0
cdg:CDBI1_04485|no_gene_symbols|ABC_transporter_ATP-binding_protein|K02049|no_pathway_id|Evalue:2.8e-126|gene:000000036	0
cdc:CD196_0875|no_gene_symbols|regulatory_protein|K03976|no_pathway_id|Evalue:6.4e-82|gene:000000037	0
