target_name	normalized_abundance
efd:EFD32_0780|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.3e-79|gene:000000001	686
efl:EF62_1343|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.8e-13|gene:000000002	502
efs:EFS1_0794|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.2e-10|gene:000000003	529
lsi:HN6_00859|draG|ADP-ribosylglycohydrolase_(EC:3.2.-.-)|K05521|no_pathway_id|Evalue:3.8e-73|gene:000000004	819
lsl:LSL_0850|no_gene_symbols|drug/metabolite_exporter_family_protein|no_ko_id|no_pathway_id|Evalue:1.9e-138|gene:000000005	1277
nbr:O3I_013450|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.9e-07|gene:000000006	887
lgr:LCGT_1835|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.7e-60|gene:000000007	954
lrm:LRC_10820|infC|translation_initiation_factor_IF-3|K02520|no_pathway_id|Evalue:7.0e-79|gene:000000008	3713
lsl:LSL_0496|rpmI|50S_ribosomal_protein_L35|K02916|Ribosome|Evalue:1.5e-24|gene:000000009	2204
lsl:LSL_0497|rplT|50S_ribosomal_protein_L20|K02887|Ribosome|Evalue:3.6e-53|gene:000000010	3211
lrm:LRC_10790|no_gene_symbols|HAD_superfamily_hydrolase|K07015|no_pathway_id|Evalue:3.9e-72|gene:000000011	1192
lrm:LRC_10780|yqeH|GTP-binding_protein_YqeH|K06948|no_pathway_id|Evalue:4.7e-176|gene:000000012	1234
lrm:LRC_10770|no_gene_symbols|YhbY_domain_RNA_binding_protein|K07574|no_pathway_id|Evalue:3.2e-42|gene:000000013	932
lrm:LRC_10760|no_gene_symbols|Nicotinate-nucleotide_adenylyltransferase|K00969|Nicotinate_and_nicotinamide_metabolism;Metabolic_pathways|Evalue:3.1e-71|gene:000000014	1163
lsi:HN6_00462|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.6e-68|gene:000000015	1088
lrm:LRC_10740|no_gene_symbols|Iojap-like_protein|K09710|no_pathway_id|Evalue:1.9e-46|gene:000000016	973
lpz:Lp16_1162|no_gene_symbols|methyltransferase|no_ko_id|no_pathway_id|Evalue:2.3e-86|gene:000000017	1177
