target_name	normalized_abundance
cdf:CD630_06840|no_gene_symbols|ATP-dependent_peptidase_M41_family_(EC:3.6.4.-)|no_ko_id|no_pathway_id|Evalue:9.5e-267|gene:000000001	1
cdf:CD630_06830|no_gene_symbols|LacI_family_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:1.9e-187|gene:000000002	14
cdf:CD630_06820|no_gene_symbols|sodium:solute_symporter|no_ko_id|no_pathway_id|Evalue:1.7e-288|gene:000000003	3
cdf:CD630_06810|no_gene_symbols|transporter_Major_Facilitator_Superfamily_(MFS)|no_ko_id|no_pathway_id|Evalue:2.1e-233|gene:000000004	2
cdf:CD630_06800|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.2e-231|gene:000000005	1
cdf:CD630_06790|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.4e-205|gene:000000006	1
cdf:CD630_06770|no_gene_symbols|RNA_polymerase_sigma_factor|K03088|no_pathway_id|Evalue:3.8e-82|gene:000000007	2
cdf:CD630_06760|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.4e-134|gene:000000008	3
cdg:CDBI1_03185|no_gene_symbols|acetyltransferase|no_ko_id|no_pathway_id|Evalue:3.0e-90|gene:000000009	5
cdg:CDBI1_03180|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.5e-139|gene:000000010	13
cdf:CD630_06720|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.8e-149|gene:000000011	136
cdl:CDR20291_0594|no_gene_symbols|glyoxalase|no_ko_id|no_pathway_id|Evalue:8.8e-84|gene:000000012	6
cdf:CD630_09780|no_gene_symbols|beta-lactams_repressor|no_ko_id|no_pathway_id|Evalue:1.0e-42|gene:000000013	1
cdf:CD630_09790|no_gene_symbols|beta-lactams_repressor|no_ko_id|no_pathway_id|Evalue:1.8e-66|gene:000000014	2
cdg:CDBI1_04380|no_gene_symbols|aldo/keto_reductase|no_ko_id|no_pathway_id|Evalue:3.9e-99|gene:000000015	2
cdf:CD630_09810|no_gene_symbols|membrane_protein|no_ko_id|no_pathway_id|Evalue:3.3e-215|gene:000000016	11
cdf:CD630_09820|ubiA|phosphoribose_diphosphate:decaprenyl-phosphate_phosphoribosyltransferase_(EC:2.5.1.-)|no_ko_id|no_pathway_id|Evalue:3.8e-152|gene:000000017	11
