target_name	normalized_abundance
eyy:EGYY_03080|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.0e-10|gene:000000001	40
k127_306|flag=1|multi=46.0000|len=33482_2|#|1063|#|1329|#|-1|#|ID=1_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.682|unknown:000000001	22
cls:CXIVA_03460|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.2e-66|gene:000000002	72
ols:Olsu_0409|no_gene_symbols|peptidyl-tRNA_hydrolase_(EC:3.1.1.29)|K04794|no_pathway_id|Evalue:2.3e-43|gene:000000003	58
gpa:GPA_10300|no_gene_symbols|hypothetical_protein|K09861|no_pathway_id|Evalue:2.0e-53|gene:000000004	70
k127_306|flag=1|multi=46.0000|len=33482_6|#|4332|#|4814|#|-1|#|ID=1_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.590|unknown:000000002	55
k127_306|flag=1|multi=46.0000|len=33482_7|#|5592|#|5711|#|-1|#|ID=1_7;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.492|unknown:000000003	5
amm:AMES_4129|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.6e-09|gene:000000005	39
gpa:GPA_15890|no_gene_symbols|Arabinose_efflux_permease|no_ko_id|no_pathway_id|Evalue:1.5e-64|gene:000000006	72
ols:Olsu_0367|no_gene_symbols|transcriptional_regulator_LysR_family|no_ko_id|no_pathway_id|Evalue:1.1e-26|gene:000000007	66
gpa:GPA_15890|no_gene_symbols|Arabinose_efflux_permease|no_ko_id|no_pathway_id|Evalue:2.3e-08|gene:000000008	32
faa:HMPREF0389_01593|no_gene_symbols|NADH-dependent_butanol_dehydrogenase_A|no_ko_id|no_pathway_id|Evalue:2.2e-123|gene:000000009	106
k127_306|flag=1|multi=46.0000|len=33482_13|#|11022|#|11675|#|-1|#|ID=1_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.683|unknown:000000004	62
k127_306|flag=1|multi=46.0000|len=33482_14|#|11788|#|12300|#|-1|#|ID=1_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.713|unknown:000000005	46
bprl:CL2_04690|no_gene_symbols|Benzoyl-CoA_reductase/2-hydroxyglutaryl-CoA_dehydratase_subunit_BcrC/BadD/HgdB|no_ko_id|no_pathway_id|Evalue:5.8e-72|gene:000000010	65
ols:Olsu_1198|no_gene_symbols|NADPH-dependent_FMN_reductase|no_ko_id|no_pathway_id|Evalue:2.6e-34|gene:000000011	53
euc:EC1_16270|no_gene_symbols|MarR_family.|no_ko_id|no_pathway_id|Evalue:1.6e-19|gene:000000012	56
ele:Elen_1156|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.4e-90|gene:000000013	74
eel:EUBELI_01577|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.5e-62|gene:000000014	66
k127_306|flag=1|multi=46.0000|len=33482_20|#|18283|#|18852|#|1|#|ID=1_20;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.711|unknown:000000006	54
rto:RTO_28280|no_gene_symbols|Predicted_transcriptional_regulators|no_ko_id|no_pathway_id|Evalue:6.9e-13|gene:000000015	63
coo:CCU_19120|no_gene_symbols|ABC-type_antimicrobial_peptide_transport_system_ATPase_component|no_ko_id|no_pathway_id|Evalue:1.1e-183|gene:000000016	86
blw:W7Y_1447|no_gene_symbols|Formyl-coenzyme_A_transferase_(EC:2.8.3.16)|no_ko_id|no_pathway_id|Evalue:1.2e-226|gene:000000017	93
bni:BANAN_07025|no_gene_symbols|oxalyl-CoA_decarboxylase|K01577|Glyoxylate_and_dicarboxylate_metabolism;Metabolic_pathways|Evalue:3.9e-225|gene:000000018	76
ljh:LJP_0262|no_gene_symbols|putative_permease|K07088|no_pathway_id|Evalue:3.9e-128|gene:000000019	50
aeq:AEQU_0839|no_gene_symbols|chloride_transporter_protein|no_ko_id|no_pathway_id|Evalue:2.6e-37|gene:000000020	51
dds:Ddes_0298|no_gene_symbols|pyruvate_flavodoxin/ferredoxin_oxidoreductase_domain-containing_protein|K03737|Carbon_fixation_pathways_in_prokaryotes;Microbial_metabolism_in_diverse_environments;Carbon_metabolism|Evalue:0.0e+00|gene:000000021	88
rto:RTO_09610|no_gene_symbols|acetaldehyde_dehydrogenase/alcohol_dehydrogenase_AdhE_(EC:1.2.1.10_1.1.1.1)|K04072|Glycolysis/Gluconeogenesis;Fatty_acid_degradation;Tyrosine_metabolism;Benzoate_degradation;Pyruvate_metabolism;Dioxin_degradation;Xylene_degradation;Chloroalkane_and_chloroalkene_degradation;Naphthalene_degradation;Butanoate_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Degradation_of_aromatic_compounds|Evalue:0.0e+00|gene:000000022	80
cgo:Corgl_1067|no_gene_symbols|aminoglycoside_phosphotransferase|no_ko_id|no_pathway_id|Evalue:2.5e-72|gene:000000023	51
aeq:AEQU_1039|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.1e-04|gene:000000024	58
cgo:Corgl_0818|no_gene_symbols|dihydrofolate_reductase_subunit|K00287|One_carbon_pool_by_folate;Folate_biosynthesis;Metabolic_pathways|Evalue:2.0e-38|gene:000000025	65
apv:Apar_0632|no_gene_symbols|thymidylate_synthase_(EC:2.1.1.45)|K00560|Pyrimidine_metabolism;One_carbon_pool_by_folate;Metabolic_pathways|Evalue:5.6e-129|gene:000000026	66
k127_427|flag=0|multi=37.0000|len=45197_6|#|5393|#|6262|#|-1|#|ID=2_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.733|unknown:000000007	44
ols:Olsu_0807|no_gene_symbols|NUDIX_hydrolase|K03574|no_pathway_id|Evalue:1.8e-32|gene:000000027	30
cgo:Corgl_0658|no_gene_symbols|metallophosphoesterase|K07313|no_pathway_id|Evalue:1.1e-62|gene:000000028	43
cao:Celal_3256|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.8e-04|gene:000000029	44
apv:Apar_1119|no_gene_symbols|putative_PTS_IIA-like_nitrogen-regulatory_protein_PtsN|no_ko_id|no_pathway_id|Evalue:4.0e-41|gene:000000030	41
k127_427|flag=0|multi=37.0000|len=45197_11|#|9056|#|9775|#|-1|#|ID=2_11;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.692|unknown:000000008	67
cgo:Corgl_1010|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.2e-96|gene:000000031	59
ols:Olsu_1133|no_gene_symbols|metal-dependent_phosphohydrolase_HD_sub_domain-containing_protein|K01129|Purine_metabolism|Evalue:5.2e-139|gene:000000032	67
eyy:EGYY_13190|no_gene_symbols|membrane_protein|no_ko_id|no_pathway_id|Evalue:1.1e-91|gene:000000033	47
bts:Btus_0217|no_gene_symbols|peptidase_C26|K07010|no_pathway_id|Evalue:6.3e-39|gene:000000034	45
apv:Apar_0452|no_gene_symbols|ATPase_AAA|K07478|no_pathway_id|Evalue:6.1e-186|gene:000000035	67
k127_427|flag=0|multi=37.0000|len=45197_17|#|18071|#|18610|#|1|#|ID=2_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.693|unknown:000000009	53
ols:Olsu_1130|no_gene_symbols|anti-sigma_regulatory_factor_serine/threonine_protein_kinase|no_ko_id|no_pathway_id|Evalue:6.1e-27|gene:000000036	55
ols:Olsu_1129|no_gene_symbols|RNA_polymerase_sigma-37_subunit_RpsB/SigB|K03090|no_pathway_id|Evalue:2.6e-118|gene:000000037	71
ols:Olsu_1128|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.6e-99|gene:000000038	69
apv:Apar_0457|no_gene_symbols|alanyl-tRNA_synthetase_(EC:6.1.1.7)|K01872|Aminoacyl-tRNA_biosynthesis|Evalue:0.0e+00|gene:000000039	67
ols:Olsu_1126|no_gene_symbols|Holliday_junction_resolvase_YqgF|K07447|no_pathway_id|Evalue:1.8e-51|gene:000000040	55
ols:Olsu_1125|no_gene_symbols|aminodeoxychorismate_lyase|K07082|no_pathway_id|Evalue:3.9e-92|gene:000000041	57
apv:Apar_0460|no_gene_symbols|HAD_superfamily_(subfamily_IIIA)_phosphatase|K07015|no_pathway_id|Evalue:5.6e-39|gene:000000042	46
k127_427|flag=0|multi=37.0000|len=45197_25|#|26267|#|26755|#|1|#|ID=2_25;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.785|unknown:000000010	35
ols:Olsu_1123|no_gene_symbols|shikimate_kinase_(EC:2.7.1.71)|K00891|Phenylalanine,_tyrosine,_and_tryptophan_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:9.6e-50|gene:000000043	39
ols:Olsu_1122|no_gene_symbols|3-dehydroquinate_synthase|no_ko_id|no_pathway_id|Evalue:2.5e-58|gene:000000044	47
ols:Olsu_1121|no_gene_symbols|peptidase_M24|K01262|no_pathway_id|Evalue:1.5e-121|gene:000000045	57
efc:EFAU004_00744|no_gene_symbols|PTS_system_mannose/fructose/sorbose-specific_IIAB_component_(EC:2.7.1.-)|K02794|Fructose_and_mannose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Phosphotransferase_system_(PTS)|Evalue:4.2e-104|gene:000000046	54
cgo:Corgl_0229|no_gene_symbols|PTS_sorbose-specific_transporter_subunit_IIC|no_ko_id|no_pathway_id|Evalue:1.1e-78|gene:000000047	60
cgo:Corgl_0228|no_gene_symbols|Man_family_PTS_system_transporter_subunit_IID|no_ko_id|no_pathway_id|Evalue:1.1e-118|gene:000000048	75
cac:CA_P0069|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.9e-06|gene:000000049	45
apv:Apar_0468|no_gene_symbols|translation_elongation_factor_P|K02356|no_pathway_id|Evalue:4.6e-87|gene:000000050	46
apv:Apar_0469|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.3e-18|gene:000000051	33
ols:Olsu_1113|no_gene_symbols|NusB_antitermination_factor|K03625|no_pathway_id|Evalue:1.2e-34|gene:000000052	41
apv:Apar_0471|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.2e-13|gene:000000053	29
ols:Olsu_1111|no_gene_symbols|hemolysin_A|K06442|no_pathway_id|Evalue:1.1e-75|gene:000000054	56
apv:Apar_0473|no_gene_symbols|ATP-NAD/AcoX_kinase|K00858|Nicotinate_and_nicotinamide_metabolism;Metabolic_pathways|Evalue:1.2e-86|gene:000000055	55
ols:Olsu_1109|no_gene_symbols|DNA_replication_and_repair_protein_RecN|K03631|no_pathway_id|Evalue:4.8e-145|gene:000000056	52
k127_427|flag=0|multi=37.0000|len=45197_40|#|40184|#|40693|#|1|#|ID=2_40;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.714|unknown:000000011	53
aeq:AEQU_1435|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.7e-205|gene:000000057	58
