target_name	normalized_abundance
efd:EFD32_0780|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.3e-79|gene:000000001	2654
efl:EF62_1343|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.8e-13|gene:000000002	760
efs:EFS1_0794|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.2e-10|gene:000000003	840
lsi:HN6_00859|draG|ADP-ribosylglycohydrolase_(EC:3.2.-.-)|K05521|no_pathway_id|Evalue:3.8e-73|gene:000000004	2164
lsl:LSL_0850|no_gene_symbols|drug/metabolite_exporter_family_protein|no_ko_id|no_pathway_id|Evalue:1.9e-138|gene:000000005	2038
nbr:O3I_013450|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.9e-07|gene:000000006	1566
lgr:LCGT_1835|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.7e-60|gene:000000007	1485
lrm:LRC_10820|infC|translation_initiation_factor_IF-3|K02520|no_pathway_id|Evalue:7.0e-79|gene:000000008	863
lsl:LSL_0496|rpmI|50S_ribosomal_protein_L35|K02916|Ribosome|Evalue:1.5e-24|gene:000000009	224
lsl:LSL_0497|rplT|50S_ribosomal_protein_L20|K02887|Ribosome|Evalue:3.6e-53|gene:000000010	691
lrm:LRC_10790|no_gene_symbols|HAD_superfamily_hydrolase|K07015|no_pathway_id|Evalue:3.9e-72|gene:000000011	1420
lrm:LRC_10780|yqeH|GTP-binding_protein_YqeH|K06948|no_pathway_id|Evalue:4.7e-176|gene:000000012	2179
lrm:LRC_10770|no_gene_symbols|YhbY_domain_RNA_binding_protein|K07574|no_pathway_id|Evalue:3.2e-42|gene:000000013	997
lrm:LRC_10760|no_gene_symbols|Nicotinate-nucleotide_adenylyltransferase|K00969|Nicotinate_and_nicotinamide_metabolism;Metabolic_pathways|Evalue:3.1e-71|gene:000000014	1628
lsi:HN6_00462|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.6e-68|gene:000000015	1721
lrm:LRC_10740|no_gene_symbols|Iojap-like_protein|K09710|no_pathway_id|Evalue:1.9e-46|gene:000000016	1185
lpz:Lp16_1162|no_gene_symbols|methyltransferase|no_ko_id|no_pathway_id|Evalue:2.3e-86|gene:000000017	1955
lrm:LRC_10720|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.6e-131|gene:000000018	1893
lrm:LRC_10710|no_gene_symbols|hypothetical_protein|K07040|no_pathway_id|Evalue:1.5e-66|gene:000000019	1055
lsl:LSL_0507|rpmF|50S_ribosomal_protein_L32|K02911|Ribosome|Evalue:7.0e-26|gene:000000020	138
lsl:LSL_0543|no_gene_symbols|GTP-binding_protein|K03978|no_pathway_id|Evalue:1.6e-85|gene:000000021	1325
lsl:LSL_0544|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.8e-45|gene:000000022	602
k127_43295|flag=0|multi=1269.4348|len=127076_23|#|13965|#|14108|#|-1|#|ID=1_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.361|unknown:000000001	94
lsi:HN6_01292|no_gene_symbols|Amino_acid_ABC_transporter|K02030|no_pathway_id|Evalue:4.4e-190|gene:000000023	2140
lsl:LSL_1540|no_gene_symbols|ABC_transporter_ATP-binding_protein|K02028|no_pathway_id|Evalue:1.8e-112|gene:000000024	1263
lsi:HN6_00907|no_gene_symbols|UvrABC_system_protein_C_(Protein_uvrC)_(Excinuclease_ABC_subunit_C)|K03703|Nucleotide_excision_repair|Evalue:1.7e-292|gene:000000025	2017
lrm:LRC_10620|obgE|GTPase_ObgE|K03979|no_pathway_id|Evalue:1.7e-209|gene:000000026	1529
lrm:LRC_10610|no_gene_symbols|acyltransferase|no_ko_id|no_pathway_id|Evalue:1.4e-220|gene:000000027	2351
lrm:LRC_10600|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.9e-07|gene:000000028	534
lrm:LRC_10590|rnz|ribonuclease_Z|K00784|RNA_transport|Evalue:8.4e-142|gene:000000029	1897
lrm:LRC_10580|no_gene_symbols|short-chain_dehydrogenase|K07124|no_pathway_id|Evalue:1.1e-110|gene:000000030	1821
lsa:LSA1041|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.9e-04|gene:000000031	796
lsi:HN6_00902|recJ|ssDNA-specific_exonuclease_RecJ_(EC:3.1.-.-)|K07462|Base_excision_repair;Mismatch_repair;Homologous_recombination|Evalue:2.1e-215|gene:000000032	2148
lrm:LRC_10550|apt|adenine_phosphoribosyltransferase|K00759|Purine_metabolism;Metabolic_pathways|Evalue:3.8e-88|gene:000000033	1348
lrm:LRC_10540|no_gene_symbols|Trk_family_K+_transporter|K03499|no_pathway_id|Evalue:1.9e-100|gene:000000034	1083
lrm:LRC_17160|no_gene_symbols|D-Ala-teichoic_acid_biosynthesis_protein|no_ko_id|no_pathway_id|Evalue:6.6e-09|gene:000000035	122
lsi:HN6_00736|no_gene_symbols|D-alanine-activating_enzyme_(EC:6.3.2.-)|K03367|D-Alanine_metabolism;Staphylococcus_aureus_infection|Evalue:8.6e-213|gene:000000036	2445
lrm:LRC_17140|dltB|DltB_D-alanyl_transfer_protein|K03739|Staphylococcus_aureus_infection|Evalue:4.4e-172|gene:000000037	2347
lrm:LRC_17130|no_gene_symbols|D-alanyl_carrier_protein|K14188|D-Alanine_metabolism;Staphylococcus_aureus_infection|Evalue:1.0e-29|gene:000000038	660
lsi:HN6_00734|dltD|Protein_dltD|K03740|Staphylococcus_aureus_infection|Evalue:2.2e-153|gene:000000039	1832
lsi:HN6_00900|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.7e-269|gene:000000040	2319
lrm:LRC_12400|no_gene_symbols|penicillin-binding_protein|no_ko_id|no_pathway_id|Evalue:1.6e-278|gene:000000041	2907
lsl:LSL_0548|rpmG|50S_ribosomal_protein_L33|K02913|Ribosome|Evalue:5.8e-21|gene:000000042	202
lsl:LSL_0550|no_gene_symbols|rhomboid_family_integral_membrane_protein|no_ko_id|no_pathway_id|Evalue:2.2e-64|gene:000000043	1635
lrm:LRC_12360|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.1e-24|gene:000000044	695
lrm:LRC_12350|glcA|glucokinase|K00845|Glycolysis/Gluconeogenesis;Galactose_metabolism;Starch_and_sucrose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Streptomycin_biosynthesis;Butirosin_and_neomycin_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Carbon_metabolism|Evalue:1.3e-155|gene:000000045	1908
lrm:LRC_12340|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:7.7e-39|gene:000000046	1256
lfe:LAF_1719|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.5e-86|gene:000000047	1484
ooe:OEOE_1059|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.7e-13|gene:000000048	900
lrm:LRC_12330|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.2e-18|gene:000000049	154
lrm:LRC_12320|miaA|tRNA_delta(2)-isopentenylpyrophosphate_transferase|K00791|Zeatin_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:5.9e-116|gene:000000050	1489
lrm:LRC_12310|no_gene_symbols|aluminum_resistance_protein|no_ko_id|no_pathway_id|Evalue:3.1e-192|gene:000000051	2003
lrm:LRC_12300|glnR|glutamine_synthetase|K03713|no_pathway_id|Evalue:2.0e-49|gene:000000052	679
lsi:HN6_00501|glnA|glutamine_synthetase_(EC:6.3.1.2)|K01915|Alanine,_aspartate,_and_glutamate_metabolism;Arginine_and_proline_metabolism;Glyoxylate_and_dicarboxylate_metabolism;Nitrogen_metabolism;Metabolic_pathways;Microbial_metabolism_in_diverse_environments;Biosynthesis_of_amino_acids;Two-component_system;Glutamatergic_synapse;GABAergic_synapse|Evalue:4.2e-240|gene:000000053	2095
k127_43295|flag=0|multi=1269.4348|len=127076_55|#|46388|#|46783|#|-1|#|ID=1_55;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.419|unknown:000000002	737
lrm:LRC_12250|gmk|guanylate_kinase|K00942|Purine_metabolism;Metabolic_pathways|Evalue:1.0e-100|gene:000000054	1245
lrm:LRC_12240|no_gene_symbols|DNA-directed_RNA_polymerase_subunit_omega|K03060|Purine_metabolism;Pyrimidine_metabolism;Metabolic_pathways;RNA_polymerase|Evalue:3.5e-24|gene:000000055	312
lsl:LSL_0613|no_gene_symbols|bifunctional_phosphopantothenoylcysteine_decarboxylase/phosphopantothenate_synthase_(EC:4.1.1.36_6.3.2.5)|K13038|Pantothenate_and_CoA_biosynthesis;Metabolic_pathways|Evalue:4.6e-121|gene:000000056	1969
lrm:LRC_12220|priA|primosomal_protein_n'|K04066|Homologous_recombination|Evalue:8.3e-295|gene:000000057	2030
lrm:LRC_12210|mfmt|methionyl-tRNA_formyltransferase|K00604|One_carbon_pool_by_folate;Aminoacyl-tRNA_biosynthesis|Evalue:1.6e-132|gene:000000058	2101
lrm:LRC_12200|rsmB|16S_rRNA_m(5)C_967_methyltransferase|K03500|no_pathway_id|Evalue:4.8e-151|gene:000000059	1919
lrm:LRC_12190|no_gene_symbols|protein_phosphatase_2C|no_ko_id|no_pathway_id|Evalue:9.4e-72|gene:000000060	1741
lrm:LRC_12180|no_gene_symbols|serine/threonine_protein_kinase|K08884|no_pathway_id|Evalue:1.3e-164|gene:000000061	2504
lrm:LRC_12160|no_gene_symbols|GTPase|K06949|no_pathway_id|Evalue:4.2e-103|gene:000000062	1980
lrm:LRC_12150|rpe|ribulose-phosphate_3-epimerase|K01783|Pentose_phosphate_pathway;Pentose_and_glucuronate_interconversions;Carbon_fixation_in_photosynthetic_organisms;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Carbon_metabolism;Biosynthesis_of_amino_acids|Evalue:2.6e-78|gene:000000063	1242
lrm:LRC_12140|tHI80|thiamin_pyrophosphokinase|K00949|Thiamine_metabolism;Metabolic_pathways|Evalue:9.3e-49|gene:000000064	1151
lrm:LRC_18930|no_gene_symbols|oligopeptide_ABC_transporter_binding_protein|no_ko_id|no_pathway_id|Evalue:3.9e-195|gene:000000065	1921
lsl:LSL_0619|rpmB|50S_ribosomal_protein_L28|K02902|Ribosome|Evalue:1.9e-26|gene:000000066	152
lrm:LRC_12120|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.0e-55|gene:000000067	715
lrm:LRC_12110|no_gene_symbols|hypothetical_protein|K07030|no_pathway_id|Evalue:5.4e-208|gene:000000068	2008
lrm:LRC_12100|no_gene_symbols|ATP-dependent_DNA_helicase|K03655|Homologous_recombination|Evalue:5.4e-255|gene:000000069	1870
lrm:LRC_12090|no_gene_symbols|Fatty_acid/phospholipid_synthesis_protein|K03621|Glycerolipid_metabolism;Glycerophospholipid_metabolism;Metabolic_pathways|Evalue:8.0e-138|gene:000000070	2242
pce:PECL_1039|acpP|acyl_carrier_protein|K02078|no_pathway_id|Evalue:2.6e-23|gene:000000071	644
lrm:LRC_12070|no_gene_symbols|ribonuclease_III|K03685|Ribosome_biogenesis_in_eukaryotes;Proteoglycans_in_cancer|Evalue:2.9e-107|gene:000000072	1467
lrm:LRC_12060|no_gene_symbols|chromosome_partition_protein|K03529|no_pathway_id|Evalue:3.1e-242|gene:000000073	1912
lrm:LRC_12050|no_gene_symbols|cell_division_protein|K03110|Protein_export;Bacterial_secretion_system|Evalue:4.7e-146|gene:000000074	1642
lrm:LRC_12040|no_gene_symbols|signal_recognition_particle_protein|K09787|no_pathway_id|Evalue:3.6e-42|gene:000000075	711
lrm:LRC_12030|no_gene_symbols|signal_recognition_particle_protein|K03106|Protein_export;Bacterial_secretion_system|Evalue:4.7e-205|gene:000000076	1844
lrm:LRC_12020|no_gene_symbols|30S_ribosomal_protein_S16|K02959|Ribosome|Evalue:2.9e-42|gene:000000077	692
lrm:LRC_12010|no_gene_symbols|RNA_binding_protein|K06960|no_pathway_id|Evalue:6.6e-30|gene:000000078	489
lrm:LRC_12000|rimM|16S_rRNA_processing_protein|K02860|no_pathway_id|Evalue:1.8e-58|gene:000000079	1095
lrm:LRC_11990|rnc|tRNA_(guanine-N(1)-)-methyltransferase|K00554|no_pathway_id|Evalue:2.7e-119|gene:000000080	1571
ldb:Ldb1165|no_gene_symbols|acyltransferase_(EC:2.3.1.-)|K03823|Phosphonate_and_phosphinate_metabolism;Biosynthesis_of_secondary_metabolites|Evalue:9.0e-51|gene:000000081	1444
lrm:LRC_08190|no_gene_symbols|50S_ribosomal_protein_L19|K02884|Ribosome|Evalue:1.7e-55|gene:000000082	1061
k127_43295|flag=0|multi=1269.4348|len=127076_85|#|77830|#|78462|#|-1|#|ID=1_85;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.329|unknown:000000003	1379
lcl:LOCK919_p27|no_gene_symbols|Hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.3e-13|gene:000000083	541
lrm:LRC_11810|no_gene_symbols|HD_superfamily_hydrolase|K06950|no_pathway_id|Evalue:2.9e-72|gene:000000084	1416
lsl:LSL_0812|no_gene_symbols|MarR_family_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:1.1e-35|gene:000000085	741
lrm:LRC_11790|pheS|phenylalanyl-tRNA_synthetase_subunit_alpha|K01889|Aminoacyl-tRNA_biosynthesis|Evalue:1.7e-172|gene:000000086	1598
lsi:HN6_00673|pheT|phenylalanyl-tRNA_synthetase_subunit_beta|K01890|Aminoacyl-tRNA_biosynthesis|Evalue:3.1e-294|gene:000000087	2311
lrm:LRC_11770|no_gene_symbols|hypothetical_protein|K07082|no_pathway_id|Evalue:2.1e-144|gene:000000088	2131
lrm:LRC_11760|udk|uridine_kinase|K00876|Pyrimidine_metabolism;Drug_metabolism-other_enzymes;Metabolic_pathways|Evalue:8.1e-96|gene:000000089	1680
lrm:LRC_11750|greA|transcription_elongation_factor|K03624|no_pathway_id|Evalue:5.6e-70|gene:000000090	920
lsl:LSL_0818|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.8e-12|gene:000000091	878
lsi:HN6_00677|uRH|Inosine-uridine_preferring_nucleoside_hydrolase_(EC:3.2.2.1)|no_ko_id|no_pathway_id|Evalue:1.0e-142|gene:000000092	1651
lsi:HN6_00678|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:8.1e-40|gene:000000093	868
lsi:HN6_00679|no_gene_symbols|50S_ribosomal_protein_L11_methyltransferase|K02687|no_pathway_id|Evalue:8.8e-109|gene:000000094	1456
lsl:LSL_0821|no_gene_symbols|hypothetical_protein|K09761|no_pathway_id|Evalue:1.2e-66|gene:000000095	1335
lrm:LRC_11680|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.0e-23|gene:000000096	790
lrm:LRC_11670|relA|GTP_pyrophosphokinase|K00951|Purine_metabolism|Evalue:0.0e+00|gene:000000097	3047
lrm:LRC_11660|dtd|D-tyrosyl-tRNA(Tyr)_deacylase|K07560|no_pathway_id|Evalue:4.6e-50|gene:000000098	1249
lrm:LRC_11640|no_gene_symbols|haloacid_dehalogenase-like_hydrolase|no_ko_id|no_pathway_id|Evalue:4.8e-58|gene:000000099	1437
lrm:LRC_10020|spoU-1|23S_rRNA_methyltransferase|K03437|no_pathway_id|Evalue:2.3e-89|gene:000000100	1419
k127_43295|flag=0|multi=1269.4348|len=127076_104|#|95095|#|95322|#|1|#|ID=1_104;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.368|unknown:000000004	363
lsi:HN6_00895|pepQ|Xaa-Pro_dipeptidase_(EC:3.4.13.9)|K01262|no_pathway_id|Evalue:9.5e-118|gene:000000101	1784
lrm:LRC_08280|no_gene_symbols|protein_translation_elongation_factor_P|K02356|no_pathway_id|Evalue:4.2e-93|gene:000000102	1292
lrm:LRC_08290|no_gene_symbols|alkaline_shock_protein|no_ko_id|no_pathway_id|Evalue:1.5e-53|gene:000000103	991
lsl:LSL_0532|nusB|transcription_antitermination_protein_NusB|K03625|no_pathway_id|Evalue:2.0e-36|gene:000000104	1141
lrm:LRC_08310|no_gene_symbols|methylenetetrahydrofolate_dehydrogenase/methenyltetrahydrofolate_cyclohydrolase|K01491|One_carbon_pool_by_folate;Carbon_fixation_pathways_in_prokaryotes;Metabolic_pathways;Microbial_metabolism_in_diverse_environments;Carbon_metabolism|Evalue:6.2e-96|gene:000000105	1783
lpz:Lp16_1220|no_gene_symbols|exodeoxyribonuclease_VII_large_subunit|K03601|Mismatch_repair|Evalue:1.4e-150|gene:000000106	1443
