target_name	normalized_abundance
efl:EF62_1340|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.0e-16|gene:000000001	298
efs:EFS1_0789|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.1e-23|gene:000000002	753
efi:OG1RF_10696|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.6e-26|gene:000000003	687
k127_15896|flag=0|multi=1650.0000|len=33170_4|#|1320|#|1745|#|-1|#|ID=1_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.333|unknown:000000001	1289
lbh:Lbuc_1929|no_gene_symbols|acetylornithine_deacetylase/succinyl-diaminopimelate_desuccinylase_(EC:3.5.1.18)|K01439|Lysine_biosynthesis;Metabolic_pathways;Microbial_metabolism_in_diverse_environments;Biosynthesis_of_amino_acids|Evalue:3.0e-101|gene:000000004	2279
lfe:LAF_1008|no_gene_symbols|nucleoside_diphosphate_kinase|K00940|Purine_metabolism;Pyrimidine_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:1.0e-54|gene:000000005	1246
lrr:N134_01990|no_gene_symbols|hydrolase|K07023|no_pathway_id|Evalue:1.3e-30|gene:000000006	491
lfe:LAF_0351|no_gene_symbols|hypothetical_protein|K07023|no_pathway_id|Evalue:4.1e-56|gene:000000007	1047
k127_15896|flag=0|multi=1650.0000|len=33170_9|#|4372|#|4893|#|-1|#|ID=1_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.471|unknown:000000002	1612
ppe:PEPE_0055|no_gene_symbols|Beta-lactamase_class_A|no_ko_id|no_pathway_id|Evalue:1.0e-65|gene:000000008	2769
ooe:OEOE_1718|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.0e-138|gene:000000009	2075
crn:CAR_c21690|nagA2|N-acetylglucosamine-6-phosphate_deacetylase_(EC:3.5.1.25)|K01443|Amino_sugar_and_nucleotide_sugar_metabolism;Biosynthesis_of_secondary_metabolites|Evalue:3.4e-121|gene:000000010	2351
efl:EF62_2179|agaS|Putative_tagatose-6-phosphate_ketose/aldose_isomerase|K02082|no_pathway_id|Evalue:2.5e-132|gene:000000011	2566
spn:SP_0064|no_gene_symbols|PTS_system_transporter_subunit_IIA|K02793|Fructose_and_mannose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Phosphotransferase_system_(PTS)|Evalue:1.4e-34|gene:000000012	1692
ehr:EHR_01690|no_gene_symbols|PTS_system_transporter_subunit_IID|K02796|Fructose_and_mannose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Phosphotransferase_system_(PTS)|Evalue:4.3e-118|gene:000000013	1891
efl:EF62_2174|no_gene_symbols|PTS_system_sorbose-specific_IIC_component_family_protein|K02795|Fructose_and_mannose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Phosphotransferase_system_(PTS)|Evalue:4.1e-114|gene:000000014	2119
efu:HMPREF0351_12968|no_gene_symbols|PTS_system_mannose/fructose/sorbose_transporter_subunit_IIB_(EC:2.7.1.69)|no_ko_id|no_pathway_id|Evalue:1.4e-60|gene:000000015	1533
sdt:SPSE_0106|no_gene_symbols|glycosyl_hydrolase_(EC:3.2.1.23)|K12308|Galactose_metabolism|Evalue:8.5e-212|gene:000000016	2675
sth:STH563|no_gene_symbols|GntR_family_transcriptional_regulator|K03710|no_pathway_id|Evalue:9.8e-34|gene:000000017	1800
ssk:SSUD12_0430|no_gene_symbols|transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:1.1e-66|gene:000000018	2163
ppe:PEPE_0143|no_gene_symbols|tagatose_16-diphosphate_aldolase_(EC:4.1.2.40)|K01635|Galactose_metabolism;Metabolic_pathways|Evalue:3.4e-114|gene:000000019	1894
pmq:PM3016_4334|no_gene_symbols|transporter|no_ko_id|no_pathway_id|Evalue:1.7e-43|gene:000000020	3162
k127_15896|flag=0|multi=1650.0000|len=33170_23|#|18460|#|18627|#|-1|#|ID=1_23;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381|unknown:000000003	200
lsl:LSL_1901|no_gene_symbols|bifunctional_acetaldehyde-CoA/alcohol_dehydrogenase_(EC:1.2.1.10_1.1.1.1)|K04072|Glycolysis/Gluconeogenesis;Fatty_acid_degradation;Tyrosine_metabolism;Benzoate_degradation;Pyruvate_metabolism;Dioxin_degradation;Xylene_degradation;Chloroalkane_and_chloroalkene_degradation;Naphthalene_degradation;Butanoate_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Degradation_of_aromatic_compounds|Evalue:0.0e+00|gene:000000021	2954
