target_name	normalized_abundance
ece:Z3886|clpB|protein_disaggregation_chaperone|K03695|no_pathway_id|Evalue:0.0e+00|gene:000000001	1
ecy:ECSE_2879|no_gene_symbols|hypothetical_protein|K05810|no_pathway_id|Evalue:1.4e-141|gene:000000002	1
elw:ECW_m2823|rluD|23S_rRNA_pseudouridine_synthase|K06180|no_pathway_id|Evalue:8.8e-187|gene:000000003	1
ebe:B21_02449|bamD|BamD_subunit_of_Outer_Membrane_Protein_Assembly_Complex|K05807|no_pathway_id|Evalue:6.3e-137|gene:000000004	1
edj:ECDH1ME8569_2519|raiA|ribosome-associated_inhibitor_A|K05809|no_pathway_id|Evalue:2.5e-56|gene:000000005	4
sbc:SbBS512_E2986|pheA|bifunctional_chorismate_mutase/prephenate_dehydratase_(EC:4.2.1.51_5.4.99.5)|K14170|Phenylalanine,_tyrosine,_and_tryptophan_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:5.9e-214|gene:000000006	1
esm:O3M_06475|tyrA|bifunctional_chorismate_mutase/prephenate_dehydrogenase_(EC:5.4.99.5)|K14187|Phenylalanine,_tyrosine,_and_tryptophan_biosynthesis;Novobiocin_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:4.5e-211|gene:000000007	0
esl:O3K_06425|no_gene_symbols|phospho-2-dehydro-3-deoxyheptonate_aldolase_(EC:2.5.1.54)|K01626|Phenylalanine,_tyrosine,_and_tryptophan_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:5.6e-203|gene:000000008	1
eko:EKO11_1137|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.0e-63|gene:000000009	0
edh:EcDH1_1071|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.3e-92|gene:000000010	0
ecr:ECIAI1_2725|yfiN|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.9e-228|gene:000000011	0
eck:EC55989_2894|yfiB|outer_membrane_lipoprotein|no_ko_id|no_pathway_id|Evalue:1.6e-85|gene:000000012	1
eci:UTI89_C2939|rplS|50S_ribosomal_protein_L19|K02884|Ribosome|Evalue:2.6e-56|gene:000000013	2
eoc:CE10_3041|trmD|tRNA_m(1)G37_methyltransferase_SAM-dependent|K00554|no_pathway_id|Evalue:3.5e-146|gene:000000014	8
ena:ECNA114_2676|yfjA|16S_rRNA_processing_protein|K02860|no_pathway_id|Evalue:3.4e-103|gene:000000015	9
eih:ECOK1_2954|rpsP|30S_ribosomal_protein_S16|K02959|Ribosome|Evalue:3.5e-39|gene:000000016	3
elu:UM146_03660|no_gene_symbols|signal_recognition_particle_protein|K03106|Protein_export;Bacterial_secretion_system|Evalue:8.6e-249|gene:000000017	1
eko:EKO11_1128|no_gene_symbols|cytochrome_c_assembly_protein|no_ko_id|no_pathway_id|Evalue:6.7e-154|gene:000000018	0
elw:ECW_m2840|yfjD|inner_membrane_protein|no_ko_id|no_pathway_id|Evalue:4.4e-223|gene:000000019	1
ssn:SSON_2770|grpE|heat_shock_protein_GrpE|K03687|no_pathway_id|Evalue:4.6e-98|gene:000000020	1
eso:O3O_19290|no_gene_symbols|inorganic_polyphosphate/ATP-NAD_kinase|K00858|Nicotinate_and_nicotinamide_metabolism;Metabolic_pathways|Evalue:3.5e-166|gene:000000021	0
ell:WFL_13895|recN|recombination_and_repair_protein|K03631|no_pathway_id|Evalue:2.4e-309|gene:000000022	1
edh:EcDH1_1058|no_gene_symbols|SmpA/OmlA_domain-containing_protein|K06186|no_pathway_id|Evalue:6.0e-58|gene:000000023	1
eco:b2618|ratB|conserved_protein_UPF0125_family|K09801|no_pathway_id|Evalue:1.7e-45|gene:000000024	1
eck:EC55989_2907|yfjG|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.2e-82|gene:000000025	1
ell:WFL_13915|smpB|SsrA-binding_protein|K03664|no_pathway_id|Evalue:1.1e-86|gene:000000026	1
pay:PAU_01268|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.0e-07|gene:000000027	13
efe:EFER_0450|int|phage_integrase|no_ko_id|no_pathway_id|Evalue:2.9e-192|gene:000000028	0
see:SNSL254_A2953|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.1e-168|gene:000000029	0
senj:CFSAN001992_19730|no_gene_symbols|hypothetical_protein|K06915|no_pathway_id|Evalue:1.4e-262|gene:000000030	0
ecoi:ECOPMV1_04741|no_gene_symbols|Phage_polarity_suppression_protein_(Psu)|no_ko_id|no_pathway_id|Evalue:3.7e-98|gene:000000031	0
ecx:EcHS_A1564|sfcA|malate_dehydrogenase_(EC:1.1.1.38)|K00027|Pyruvate_metabolism;Carbon_metabolism;Two-component_system|Evalue:0.0e+00|gene:000000032	1
