target_name	normalized_abundance
tfo:BFO_1428|no_gene_symbols|Ser/Thr_phosphatase_family_protein|K03269|Lipopolysaccharide_biosynthesis;Metabolic_pathways|Evalue:1.6e-58|gene:000000001	1
bfg:BF638R_0492|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.3e-38|gene:000000002	2
pdi:BDI_2299|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.7e-29|gene:000000003	3
k127_1235|flag=0|multi=656.9281|len=4078_5|#|2170|#|2580|#|-1|#|ID=1_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.477|unknown:000000001	1
pdi:BDI_3706|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.2e-11|gene:000000004	1
pdi:BDI_2770|rpsO|30S_ribosomal_protein_S15|K02956|Ribosome|Evalue:2.0e-27|gene:000000005	44
afd:Alfi_2135|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.7e-05|gene:000000006	1
pro:HMPREF0669_01841|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:5.9e-39|gene:000000007	1
k127_3463|flag=0|multi=651.2407|len=12311_1|#|149|#|586|#|-1|#|ID=3_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.434|unknown:000000002	1
k127_3463|flag=0|multi=651.2407|len=12311_2|#|537|#|944|#|-1|#|ID=3_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.358|unknown:000000003	0
pmz:HMPREF0659_A7041|no_gene_symbols|RHS_repeat-associated_core_domain_protein|no_ko_id|no_pathway_id|Evalue:1.9e-67|gene:000000008	1
k127_3463|flag=0|multi=651.2407|len=12311_4|#|3878|#|4327|#|-1|#|ID=3_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.393|unknown:000000004	0
bfs:BF3764|no_gene_symbols|acylhydrolase|no_ko_id|no_pathway_id|Evalue:1.4e-69|gene:000000009	1
pru:PRU_2308|no_gene_symbols|glycosyl_hydrolase|no_ko_id|no_pathway_id|Evalue:9.2e-292|gene:000000010	1
amu:Amuc_0494|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.1e-56|gene:000000011	1
bsa:Bacsa_0171|no_gene_symbols|N-acetyltransferase_GCN5|no_ko_id|no_pathway_id|Evalue:5.5e-66|gene:000000012	1
pit:PIN17_0523|trxA_1|thioredoxin|no_ko_id|no_pathway_id|Evalue:6.7e-22|gene:000000013	0
pru:PRU_1567|no_gene_symbols|iron-sulfur_cluster-binding_protein|no_ko_id|no_pathway_id|Evalue:5.6e-95|gene:000000014	1
pru:PRU_1566|no_gene_symbols|LysR_family_transcriptional_regulator|K04761|no_pathway_id|Evalue:1.8e-120|gene:000000015	1
k127_3463|flag=0|multi=651.2407|len=12311_12|#|10684|#|10842|#|1|#|ID=3_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.484|unknown:000000005	0
ccm:Ccan_04310|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:9.2e-44|gene:000000016	1
bfr:BF3648|no_gene_symbols|glycosyltransferase|no_ko_id|no_pathway_id|Evalue:1.5e-64|gene:000000017	1
fsu:Fisuc_0961|no_gene_symbols|nucleotide_sugar_dehydrogenase_(EC:1.1.1.22)|K00012|Pentose_and_glucuronate_interconversions;Ascorbate_and_aldarate_metabolism;Starch_and_sucrose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:2.6e-194|gene:000000018	2
bfs:BF1903|wcfX|LPS_biosynthesis_UDP-glucuronic_acid_epimerase|K08679|Starch_and_sucrose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Metabolic_pathways|Evalue:4.2e-150|gene:000000019	1
bhl:Bache_2457|no_gene_symbols|nucleotide_sugar_dehydrogenase_(EC:1.1.1.22)|K02472|Amino_sugar_and_nucleotide_sugar_metabolism|Evalue:4.5e-164|gene:000000020	1
tfo:BFO_1050|no_gene_symbols|UDP-N-acetylglucosamine_2-epimerase|no_ko_id|no_pathway_id|Evalue:6.3e-155|gene:000000021	1
bvu:BVU_0702|no_gene_symbols|tyrosine-protein_kinase_ptk|no_ko_id|no_pathway_id|Evalue:3.4e-187|gene:000000022	2
bvu:BVU_0703|no_gene_symbols|BexD/CtrA/VexA_family_polysaccharide_export_protein|K01991|no_pathway_id|Evalue:2.6e-72|gene:000000023	1
pdi:BDI_3242|no_gene_symbols|LPS_biosynthesis_glycosyltransferase|no_ko_id|no_pathway_id|Evalue:1.2e-86|gene:000000024	1
k127_3500|flag=0|multi=749.3103|len=22701_9|#|11004|#|11183|#|1|#|ID=4_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.450|unknown:000000006	1
pdi:BDI_3031|no_gene_symbols|sulfate_transporter_permease|K03321|no_pathway_id|Evalue:2.2e-161|gene:000000025	2
k127_3500|flag=0|multi=749.3103|len=22701_11|#|13178|#|13393|#|1|#|ID=4_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.500|unknown:000000007	22
bsa:Bacsa_2580|no_gene_symbols|Holliday_junction_ATP-dependent_DNA_helicase_ruvA|K03550|Homologous_recombination|Evalue:1.5e-40|gene:000000026	1
pdi:BDI_2659|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000027	1
bfs:BF2792|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.5e-29|gene:000000028	1
bfr:BF2250|no_gene_symbols|regulatory_protein|no_ko_id|no_pathway_id|Evalue:4.3e-18|gene:000000029	0
bvu:BVU_0314|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.0e-60|gene:000000030	1
k127_4081|flag=0|multi=645.9672|len=54384_3|#|3298|#|3456|#|1|#|ID=5_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.484|unknown:000000008	0
bvu:BVU_3281|no_gene_symbols|recognition_particle-docking_protein_FtsY|K03110|Protein_export;Bacterial_secretion_system|Evalue:3.0e-118|gene:000000031	2
pdi:BDI_0942|no_gene_symbols|Fe-S_oxidoreductase|K14441|no_pathway_id|Evalue:3.5e-146|gene:000000032	2
cao:Celal_3399|no_gene_symbols|isochorismate_synthase|K02361|Ubiquinone_and_other_terpenoid-quinone_biosynthesis;Biosynthesis_of_siderophore_group_nonribosomal_peptides;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:5.1e-33|gene:000000033	1
bvu:BVU_0235|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.0e-42|gene:000000034	1
pdi:BDI_0959|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.1e-35|gene:000000035	1
bth:BT_2681|no_gene_symbols|alginate_O-acetylation_protein|no_ko_id|no_pathway_id|Evalue:3.0e-133|gene:000000036	1
pdi:BDI_1461|no_gene_symbols|ferrous_iron_transport_protein_B|K04759|no_pathway_id|Evalue:6.9e-246|gene:000000037	1
pru:PRU_0197|no_gene_symbols|cytidine/deoxycytidylate_deaminase_zinc-binding_domain-containing_protein|K01493|Pyrimidine_metabolism;Metabolic_pathways|Evalue:4.7e-58|gene:000000038	1
bvu:BVU_2624|no_gene_symbols|carboxy-terminal_processing_protease|K03797|no_pathway_id|Evalue:1.9e-133|gene:000000039	1
bfr:BF0962|no_gene_symbols|5-formyltetrahydrofolate_cyclo-ligase|K01934|One_carbon_pool_by_folate;Metabolic_pathways|Evalue:5.4e-27|gene:000000040	1
pdi:BDI_2479|no_gene_symbols|two-component_system_sensor_histidine_kinase|K07636|Two-component_system|Evalue:2.0e-129|gene:000000041	1
bfs:BF3634|rprY|two-component_system_transcriptional_regulator|no_ko_id|no_pathway_id|Evalue:1.1e-109|gene:000000042	3
k127_4081|flag=0|multi=645.9672|len=54384_16|#|18628|#|18813|#|1|#|ID=5_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.495|unknown:000000009	1
