target_name	normalized_abundance
ecol:LY180_19940|hemG|protoporphyrinogen_oxidase_(EC:1.3.3.4)|K00230|Porphyrin_and_chlorophyll_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:3.2e-101|gene:000000001	227
ecx:EcHS_A4072|trkH|potassium_transporter|K03498|no_pathway_id|Evalue:1.2e-272|gene:000000002	300
ebe:B21_03688|yigZ|elongation_factor|no_ko_id|no_pathway_id|Evalue:2.1e-109|gene:000000003	268
eoi:ECO111_4673|pepQ|proline_dipeptidase_PepQ|K01271|no_pathway_id|Evalue:1.7e-265|gene:000000004	428
ecoa:APECO78_23050|fadB|multifunctional_fatty_acid_oxidation_complex_subunit_alpha_(EC:5.3.3.8)|K01825|Fatty_acid_degradation;Valine,_leucine_and_isoleucine_degradation;Geraniol_degradation;Lysine_degradation;Tryptophan_metabolism;beta-Alanine_metabolism;Propanoate_metabolism;Butanoate_metabolism;Carbon_fixation_pathways_in_prokaryotes;Limonene_and_pinene_degradation;Caprolactam_degradation;Biosynthesis_of_unsaturated_fatty_acids;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Carbon_metabolism;Fatty_acid_metabolism|Evalue:0.0e+00|gene:000000005	177
eoh:ECO103_4320|fadA|3-ketoacyl-CoA_thiolase|K00632|Fatty_acid_degradation;Valine,_leucine_and_isoleucine_degradation;Geraniol_degradation;Benzoate_degradation;alpha-Linolenic_acid_metabolism;Ethylbenzene_degradation;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments;Fatty_acid_metabolism|Evalue:1.7e-216|gene:000000006	125
eck:EC55989_4319|fre|FMN_reductase_(EC:1.5.1.29)|K05368|Riboflavin_metabolism;Porphyrin_and_chlorophyll_metabolism;Metabolic_pathways|Evalue:5.8e-132|gene:000000007	881
ecok:ECMDS42_3281|ubiD|3-octaprenyl-4-hydroxybenzoate_decarboxylase|K03182|Ubiquinone_and_other_terpenoid-quinone_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:1.4e-300|gene:000000008	761
esm:O3M_24575|rfaH|transcriptional_activator_RfaH|K05785|no_pathway_id|Evalue:4.7e-88|gene:000000009	159
esm:O3M_24580|no_gene_symbols|DNase_TatD|K03424|no_pathway_id|Evalue:1.8e-150|gene:000000010	277
ecw:EcE24377A_4359|tatC|twin-arginine_protein_translocation_system_subunit_TatC|K03118|Protein_export;Bacterial_secretion_system|Evalue:5.3e-126|gene:000000011	340
ecl:EcolC_4171|no_gene_symbols|sec-independent_translocase|K03117|Protein_export;Bacterial_secretion_system|Evalue:8.5e-72|gene:000000012	800
esl:O3K_24675|tatA|twin_arginine_translocase_protein_A|K03116|Protein_export;Bacterial_secretion_system|Evalue:4.2e-38|gene:000000013	955
eco:b3835|ubiB|2-octaprenylphenol_hydroxylase|K03688|Ubiquinone_and_other_terpenoid-quinone_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:0.0e+00|gene:000000014	304
edj:ECDH1ME8569_3713|yigP|hypothetical_protein|K03690|no_pathway_id|Evalue:6.2e-106|gene:000000015	380
eko:EKO11_4524|no_gene_symbols|ubiquinone/menaquinone_biosynthesis_methyltransferase|K03183|Ubiquinone_and_other_terpenoid-quinone_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:3.3e-141|gene:000000016	565
eok:G2583_4632|rmuC|DNA_recombination_protein_rmuC|K09760|no_pathway_id|Evalue:4.8e-258|gene:000000017	240
eab:ECABU_c43290|udp|uridine_phosphorylase_(EC:2.4.2.3)|K00757|Pyrimidine_metabolism;Drug_metabolism-other_enzymes;Metabolic_pathways|Evalue:2.0e-138|gene:000000018	1201
ecy:ECSE_4118|no_gene_symbols|putative_hydrolase|K01061|Chlorocyclohexane_and_chlorobenzene_degradation;Fluorobenzoate_degradation;Toluene_degradation;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments|Evalue:3.0e-156|gene:000000019	295
ecy:ECSE_4117|no_gene_symbols|5-methyltetrahydropteroyltriglutamate--homocysteine_S-methyltransferase|K00549|Cysteine_and_methionine_metabolism;Selenocompound_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Biosynthesis_of_amino_acids|Evalue:0.0e+00|gene:000000020	228
elx:CDCO157_4496|no_gene_symbols|regulator_for_metE_and_metH|K03576|no_pathway_id|Evalue:3.2e-181|gene:000000021	135
esl:O3K_24720|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.9e-168|gene:000000022	250
eko:EKO11_4531|no_gene_symbols|cof_family_hydrolase|K07024|no_pathway_id|Evalue:3.6e-154|gene:000000023	280
ekf:KO11_04140|pldB|lysophospholipase_L2_(EC:3.1.1.5)|K01048|Glycerophospholipid_metabolism|Evalue:4.4e-205|gene:000000024	355
ecr:ECIAI1_4018|rhtB|homoserine/homoserine_lactone_efflux_protein|K05834|no_pathway_id|Evalue:6.3e-106|gene:000000025	188
edh:EcDH1_4156|no_gene_symbols|homoserine/threonine_efflux_pump|K05835|no_pathway_id|Evalue:9.4e-110|gene:000000026	402
eln:NRG857_18970|no_gene_symbols|ATP-dependent_DNA_helicase_RecQ|K03654|RNA_degradation|Evalue:0.0e+00|gene:000000027	188
eko:EKO11_4536|no_gene_symbols|phospholipase_A(1)_(EC:3.1.1.32)|K01058|Glycerophospholipid_metabolism;Ether_lipid_metabolism;Arachidonic_acid_metabolism;Linoleic_acid_metabolism;alpha-Linolenic_acid_metabolism;Metabolic_pathways|Evalue:1.4e-172|gene:000000028	196
elh:ETEC_4098|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.4e-80|gene:000000029	187
ssn:SSON_3993|rarD|hypothetical_protein|K05786|no_pathway_id|Evalue:2.6e-161|gene:000000030	158
eok:G2583_4618|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.4e-50|gene:000000031	38
eck:EC55989_5055|trpR|Trp_operon_repressor|K03720|no_pathway_id|Evalue:1.4e-47|gene:000000032	144
ebw:BWG_4084|slt|lytic_murein_transglycosylase|K08309|no_pathway_id|Evalue:0.0e+00|gene:000000033	400
ecs:ECs5349|no_gene_symbols|ABC_transporter_ATP-binding_protein|no_ko_id|no_pathway_id|Evalue:0.0e+00|gene:000000034	616
