target_name	normalized_abundance
eun:UMNK88_736|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:6.3e-34|gene:000000001	143
eko:EKO11_3181|no_gene_symbols|potassium-transporting_ATPase_subunit_A_(EC:3.6.3.12)|K01546|Two-component_system|Evalue:5.9e-308|gene:000000002	70
eso:O3O_07130|no_gene_symbols|potassium-transporting_ATPase_subunit_B_(EC:3.6.3.12)|K01547|Two-component_system|Evalue:0.0e+00|gene:000000003	67
eso:O3O_07125|no_gene_symbols|potassium-transporting_ATPase_subunit_C_(EC:3.6.3.12)|K01548|Two-component_system|Evalue:1.0e-94|gene:000000004	88
eck:EC55989_0679|kdpD|sensor_protein_KdpD|K07646|Two-component_system|Evalue:0.0e+00|gene:000000005	86
eso:O3O_07115|no_gene_symbols|DNA-binding_transcriptional_activator_KdpE|K07667|Two-component_system|Evalue:1.9e-124|gene:000000006	75
ecy:ECSE_0752|no_gene_symbols|ornithine_decarboxylase|K01581|Arginine_and_proline_metabolism;Glutathione_metabolism;Metabolic_pathways;Biosynthesis_of_secondary_metabolites|Evalue:0.0e+00|gene:000000007	96
edj:ECDH1ME8569_0650|potE|putrescine_transporter|K03756|no_pathway_id|Evalue:6.4e-241|gene:000000008	156
ecw:EcE24377A_0716|pgm|phosphoglucomutase_(EC:5.4.2.2)|K01835|Glycolysis/Gluconeogenesis;Pentose_phosphate_pathway;Galactose_metabolism;Purine_metabolism;Starch_and_sucrose_metabolism;Amino_sugar_and_nucleotide_sugar_metabolism;Streptomycin_biosynthesis;Metabolic_pathways;Biosynthesis_of_secondary_metabolites;Microbial_metabolism_in_diverse_environments|Evalue:0.0e+00|gene:000000009	225
eso:O3O_07095|no_gene_symbols|replication_initiation_regulator_SeqA|K03645|no_pathway_id|Evalue:5.8e-95|gene:000000010	158
ecoa:APECO78_06975|no_gene_symbols|putative_esterase/lipase|no_ko_id|no_pathway_id|Evalue:7.7e-146|gene:000000011	94
ecol:LY180_03655|no_gene_symbols|LexA_regulated_protein|no_ko_id|no_pathway_id|Evalue:4.6e-56|gene:000000012	69
sbc:SbBS512_E0566|fldA|flavodoxin_FldA|K03839|no_pathway_id|Evalue:5.2e-101|gene:000000013	148
elc:i14_0739|fur|ferric_uptake_regulator|K03711|no_pathway_id|Evalue:1.6e-82|gene:000000014	272
eco:b0682|chiQ|novel_lipoprotein_induced_by_chitosugars|no_ko_id|no_pathway_id|Evalue:2.1e-52|gene:000000015	42
ecl:EcolC_2975|no_gene_symbols|outer_membrane_porin|no_ko_id|no_pathway_id|Evalue:1.5e-283|gene:000000016	88
ssn:SSON_0634|glnS|glutaminyl-tRNA_synthetase_(EC:6.1.1.18)|K01886|Aminoacyl-tRNA_biosynthesis;Metabolic_pathways|Evalue:0.0e+00|gene:000000017	130
