target_name	normalized_abundance
lsi:HN6_00522|no_gene_symbols|Transposase_ISLasa6a_IS3_family|no_ko_id|no_pathway_id|Evalue:3.4e-20|gene:000000001	81
k127_5325|flag=0|multi=34.0552|len=21666_2|#|973|#|1227|#|1|#|ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.333|unknown:000000001	18
lrh:LGG_00143|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:2.3e-46|gene:000000002	29
lba:Lebu_0123|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.1e-141|gene:000000003	41
lrm:LRC_05650|no_gene_symbols|NUDIX_hydrolase|K03574|no_pathway_id|Evalue:3.7e-49|gene:000000004	93
lai:LAC30SC_02280|no_gene_symbols|phage_related_helicase|K17677|no_pathway_id|Evalue:0.0e+00|gene:000000005	78
ssr:SALIVB_0500|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.3e-141|gene:000000006	78
gtn:GTNG_2006|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.1e-11|gene:000000007	10
k127_5325|flag=0|multi=34.0552|len=21666_9|#|10663|#|11028|#|1|#|ID=1_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.344|unknown:000000002	19
ldl:LBU_1051|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:1.6e-14|gene:000000008	23
k127_5325|flag=0|multi=34.0552|len=21666_11|#|11487|#|11897|#|-1|#|ID=1_11;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.404|unknown:000000003	16
k127_5325|flag=0|multi=34.0552|len=21666_12|#|12121|#|12330|#|1|#|ID=1_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.319|unknown:000000004	15
slu:KE3_1118|no_gene_symbols|Glycoside_hydrolase_family_1|K01223|Glycolysis/Gluconeogenesis|Evalue:3.7e-226|gene:000000009	272
ecas:ECBG_03134|no_gene_symbols|hypothetical_protein|K02760|Phosphotransferase_system_(PTS)|Evalue:3.0e-35|gene:000000010	232
ecas:ECBG_03135|no_gene_symbols|hypothetical_protein|K03491|no_pathway_id|Evalue:7.1e-159|gene:000000011	281
ecas:ECBG_03136|no_gene_symbols|PTS_system_cellobiose-specific_IIA_componenent|K02759|Phosphotransferase_system_(PTS)|Evalue:3.1e-32|gene:000000012	192
efc:EFAU004_02571|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:3.7e-11|gene:000000013	242
ecas:ECBG_03138|no_gene_symbols|PTS_system_lactose/cellobiose_family_IIC_component|K02761|Phosphotransferase_system_(PTS)|Evalue:5.1e-169|gene:000000014	315
k127_5325|flag=0|multi=34.0552|len=21666_19|#|18643|#|19215|#|1|#|ID=1_19;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.382|unknown:000000005	118
k127_5325|flag=0|multi=34.0552|len=21666_20|#|19306|#|19785|#|1|#|ID=1_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.417|unknown:000000006	164
sip:N597_09715|no_gene_symbols|ion_channel|no_ko_id|no_pathway_id|Evalue:3.5e-28|gene:000000015	37
lsl:LSL_1883|no_gene_symbols|hypothetical_protein|no_ko_id|no_pathway_id|Evalue:4.9e-86|gene:000000016	34
